Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.5278788725695303,73.58870967741935,0.42148992034696764,83.87096774193549
2,0.29831541966526737,88.81048387096774,0.3169622613537696,86.69354838709677
3,0.21037869924499142,92.64112903225806,0.2774031691012844,88.30645161290323
4,0.1535478788277795,94.20362903225806,0.2269444138773026,91.12903225806451
5,0.1012629296991133,96.67338709677419,0.19792112515818688,91.12903225806451
6,0.06439156644046307,98.23588709677419,0.17694298490401236,93.14516129032258
7,0.038966409516550844,99.29435483870968,0.17332651057550985,93.54838709677419
8,0.023234908116020022,99.64717741935483,0.15621520771134284,93.54838709677419
9,0.012960732790581402,99.8991935483871,0.1684985040656982,95.56451612903226
10,0.007880880467353328,100.0,0.1672489119152869,95.16129032258065
11,0.0053838109334690435,100.0,0.1716750821759624,94.75806451612904
12,0.004118159402071709,100.0,0.17106265791000858,95.16129032258065
13,0.0035741031977287946,100.0,0.18070040234634954,94.75806451612904
14,0.0031910908310824344,100.0,0.1782004395800252,94.75806451612904
15,0.002842468994429275,100.0,0.17661936004315654,94.75806451612904
16,0.00268747320214677,100.0,0.17602300091135886,95.56451612903226
17,0.002522977126289099,100.0,0.1777204710148996,95.56451612903226
